year,events_urls,stage,r_o,country,contestant,song,points,place,qualified
1983,https://eurovision.tv/event/munich-1983,Final,3,United Kingdom,Sweet Dreams,I'm Never Giving Up,79,6,NA
1983,https://eurovision.tv/event/munich-1983,Final,4,Sweden,Carola Häggkvist,Främling,126,3,NA
1983,https://eurovision.tv/event/munich-1983,Final,5,Italy,Riccardo Fogli,Per Lucia,41,11,NA
1983,https://eurovision.tv/event/munich-1983,Final,6,Turkey,Çetin Alp and the Short Wave,Opera,0,19,NA
1983,https://eurovision.tv/event/munich-1983,Final,7,Spain,Remedios Amaya,¿quién Maneja Mi Barca?,0,19,NA
1983,https://eurovision.tv/event/munich-1983,Final,8,Switzerland,Mariella Farré,Io Così Non Ci Sto,28,15,NA
1983,https://eurovision.tv/event/munich-1983,Final,9,Finland,Ami Aspelund,Fantasiaa,41,11,NA
1983,https://eurovision.tv/event/munich-1983,Final,10,Greece,Christie Stassinopoulou,Mou Les,32,14,NA
1983,https://eurovision.tv/event/munich-1983,Final,11,The Netherlands,Bernadette,Sing Me A Song,66,7,NA
1983,https://eurovision.tv/event/munich-1983,Final,12,Yugoslavia,Danijel,Dzuli,125,4,NA
1983,https://eurovision.tv/event/munich-1983,Final,13,Cyprus,Stavros and Constantina,I Agapi Akoma Zi,26,16,NA
1983,https://eurovision.tv/event/munich-1983,Final,14,Germany,Hoffmann und Hoffmann,Rücksicht,94,5,NA
1983,https://eurovision.tv/event/munich-1983,Final,15,Denmark,Gry Johansen,Kloden Drejer,16,17,NA
1983,https://eurovision.tv/event/munich-1983,Final,16,Israel,Ofra Haza,Hi,136,2,NA
1983,https://eurovision.tv/event/munich-1983,Final,17,Portugal,Armando Gama,Esta Balada Que Te Dou,33,13,NA
1983,https://eurovision.tv/event/munich-1983,Final,18,Austria,Westend,Hurricane,53,9,NA
1983,https://eurovision.tv/event/munich-1983,Final,19,Belgium,Pas de Deux,Rendez-vous,13,18,NA
1983,https://eurovision.tv/event/munich-1983,Final,20,Luxembourg,Corinne Hermès,Si La Vie Est Cadeau,142,1,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,1,Portugal,Doce,Bem-bom,32,13,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,2,Luxembourg,Svetlana,Cour Apres Le Temps,78,6,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,3,Norway,Jahn Teigen and Anita Skorgan,Adieu,40,12,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,4,United Kingdom,Bardo,One Step Further,76,7,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,5,Turkey,Neço,Hani,20,15,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,6,Finland,Kojo,Nuku Pommiin,0,18,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,7,Switzerland,Arlette Zola,Amour On T'aime,97,3,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,8,Cyprus,Anna Vishy,Mono I Agapi,85,5,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,9,Sweden,Chips,Dag Efter Dag,67,8,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,10,Austria,Mess,Sonntag,57,9,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,11,Belgium,Stella,Si Tu Aimes Ma Musique,96,4,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,12,Spain,Lucía,Él,52,10,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,13,Denmark,Brixx,Video-video,5,17,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,14,Yugoslavia,Aska,Halo Halo,21,14,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,15,Israel,Avi Toledano,Hora,100,2,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,16,The Netherlands,Bill van Dijk,Jij En Ik,8,16,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,17,Ireland,The Duskeys,"Here Today, Gone Tomorrow",49,11,NA
1982,https://eurovision.tv/event/harrogate-1982,Final,18,Germany,Nicole,Ein Bißchen Frieden,161,1,NA
1981,https://eurovision.tv/event/dublin-1981,Final,1,Austria,Marty Brem,Wenn Du Da Bist,20,17,NA
1981,https://eurovision.tv/event/dublin-1981,Final,2,Turkey,Modern Folk Trio and Aysegül,Dönme Dolap,9,18,NA
1981,https://eurovision.tv/event/dublin-1981,Final,3,Germany,Lena Valaitis,Johnny Blue,132,2,NA
1981,https://eurovision.tv/event/dublin-1981,Final,4,Luxembourg,Jean-Claude Pascal,C'est Peut-être Pas L'amérique,41,11,NA
1981,https://eurovision.tv/event/dublin-1981,Final,5,Israel,Habibi,Halaylah,56,7,NA
1981,https://eurovision.tv/event/dublin-1981,Final,6,Denmark,Debbie Cameron and Tommy Seebach,Krøller Eller Ej,41,11,NA
1981,https://eurovision.tv/event/dublin-1981,Final,7,Yugoslavia,Seid-Memic Vajta,Leila,35,15,NA
1981,https://eurovision.tv/event/dublin-1981,Final,8,Finland,Riki Sorsa,Reggae O.k.,27,16,NA
1981,https://eurovision.tv/event/dublin-1981,Final,9,France,Jean Gabilou,Humanahum,125,3,NA
1981,https://eurovision.tv/event/dublin-1981,Final,10,Spain,Bacchelli,Y Solo Tú,38,14,NA
1981,https://eurovision.tv/event/dublin-1981,Final,11,The Netherlands,Linda Williams,Het Is Een Wonder,51,9,NA
1981,https://eurovision.tv/event/dublin-1981,Final,12,Ireland,Sheeba,Horoscopes,105,5,NA
1981,https://eurovision.tv/event/dublin-1981,Final,13,Norway,Finn Kalvik,Aldri I Livet,0,20,NA
1981,https://eurovision.tv/event/dublin-1981,Final,14,United Kingdom,Bucks Fizz,Making Your Mind Up,136,1,NA
1981,https://eurovision.tv/event/dublin-1981,Final,15,Portugal,Carlos Paião,Play-back,9,18,NA
1981,https://eurovision.tv/event/dublin-1981,Final,16,Belgium,Emly Starr,Samson,40,13,NA
1981,https://eurovision.tv/event/dublin-1981,Final,17,Greece,Yiannis Dimitras,Feggari Kalokerino,55,8,NA
1981,https://eurovision.tv/event/dublin-1981,Final,18,Cyprus,Island,Monika,69,6,NA
1981,https://eurovision.tv/event/dublin-1981,Final,19,Switzerland,"Peter, Sue and Marc",Io Senza Tei,121,4,NA
1981,https://eurovision.tv/event/dublin-1981,Final,20,Sweden,Björn Skifs,Fångad I En Dröm,50,10,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,1,Austria,Blue Danube,Du Bist Musik,64,8,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,2,Turkey,Ajda Pekkan,Petr'oil,23,15,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,3,Greece,Anna Vishy and the Epikouri,Autostop,30,13,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,4,Luxembourg,Sophie and Magaly,Papa Pingouin,56,9,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,5,Morocco,Samira Bensaïd,Bitakat Hob,7,18,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,6,Italy,Alan Sorrenti,Non So Che Darei,87,6,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,7,Denmark,Bamses Venner,Tænker Altid På Dig,25,14,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,8,Sweden,Tomas Ledin,Just Nu!,47,10,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,9,Switzerland,Paola,Cinéma,104,4,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,10,Finland,Vesa-Matti Loiri,Huilumies,6,19,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,11,Norway,Sverre Kjellsberg and Mattis Hætta,Sámiid Ædnan,15,16,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,12,Germany,Katja Ebstein,Theater,128,2,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,13,United Kingdom,Prima Donna,Love Enough For Two,106,3,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,14,Portugal,José Cid,"Um Grande, Grande Amor",71,7,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,15,The Netherlands,Maggie MacNeal,Amsterdam,93,5,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,16,France,Profil,"Hé, Hé M'sieurs Dames",45,11,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,17,Ireland,Johnny Logan,What's Another Year,143,1,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,18,Spain,Trigo Limpio,Qué Date Esta Noche,38,12,NA
1980,https://eurovision.tv/event/the-hague-1980,Final,19,Belgium,Telex,Euro-vision,14,17,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,1,Portugal,Manuela Bravo,"Sobe, Sobe, Balão Sobe",64,9,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,2,Italy,Matia Bazar,Raggio Di Luna,27,15,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,3,Denmark,Tommy Seebach,Disco Tango,76,6,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,4,Ireland,Cathal Dunne,Happy Man,80,5,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,5,Finland,Katri-Helena,Katso Sineen Taivaan,38,14,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,6,Monaco,Laurent Vaguener,"Notre Vie, C'est La Musique",12,16,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,7,Greece,Elpida,Socrates,69,8,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,8,Switzerland,"Peter, Sue and Marc and Pfuri, Gorps and Kniri",Trödler Und Co.,60,10,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,9,Germany,Dschinghis Khan,Dschinghis Khan,86,4,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,10,Israel,Milk and Honey,Hallelujah,125,1,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,11,France,Anne-Marie David,Je Suis L'enfant-soleil,106,3,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,12,Belgium,Micha Marah,Hey Nana,5,18,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,13,Luxembourg,Jeane Manson,J'ai Déjà Vu ça Dans Tes Yeux,44,13,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,14,The Netherlands,Xandra,Colorado,51,12,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,15,Sweden,Ted Gärdestad,Satellit,8,17,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,16,Norway,Anita Skorgan,Oliver,57,11,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,17,United Kingdom,Black Lace,Mary Ann,73,7,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,18,Austria,Christina Simon,Heute In Jerusalem,5,18,NA
1979,https://eurovision.tv/event/jerusalem-1979,Final,19,Spain,Betty Missiego,Su Canción,116,2,NA
1978,https://eurovision.tv/event/paris-1978,Final,1,Ireland,Colm T. Wilkinson,Born To Sing,86,5,NA
1978,https://eurovision.tv/event/paris-1978,Final,2,Norway,Jahn Teigen,Mil Etter Mil,0,20,NA
1978,https://eurovision.tv/event/paris-1978,Final,3,Italy,Ricchi e Poveri,Questo Amore,53,12,NA
1978,https://eurovision.tv/event/paris-1978,Final,4,Finland,Seija Simola,Anna Rakkaudelle Tilaisuus,2,18,NA
1978,https://eurovision.tv/event/paris-1978,Final,5,Portugal,Gemini,Dai-li-dou,5,17,NA
1978,https://eurovision.tv/event/paris-1978,Final,6,France,Joël Prévost,Il Y Aura Toujours Des Violons,119,3,NA
1978,https://eurovision.tv/event/paris-1978,Final,7,Spain,José Vélez,Bailemos Un Vals,65,9,NA
1978,https://eurovision.tv/event/paris-1978,Final,8,United Kingdom,Co-Co,The Bad Old Days,61,11,NA
1978,https://eurovision.tv/event/paris-1978,Final,9,Switzerland,Carole Vinci,Vivre,65,9,NA
1978,https://eurovision.tv/event/paris-1978,Final,10,Belgium,Jean Vallée,L'amour ça Fait Chanter La Vie,125,2,NA
1978,https://eurovision.tv/event/paris-1978,Final,11,The Netherlands,Harmony,'t Is Ok,37,13,NA
1978,https://eurovision.tv/event/paris-1978,Final,12,Turkey,Nazar,Sevinçe,2,18,NA
1978,https://eurovision.tv/event/paris-1978,Final,13,Germany,Ireen Sheer,Feuer,84,6,NA
1978,https://eurovision.tv/event/paris-1978,Final,14,Monaco,Caline and Olivier Toussaint,Les Jardins De Monaco,107,4,NA
1978,https://eurovision.tv/event/paris-1978,Final,15,Greece,Tania Tsanaklidou,Charlie Chaplin,66,8,NA
1978,https://eurovision.tv/event/paris-1978,Final,16,Denmark,Mabel,Boom Boom,13,16,NA
1978,https://eurovision.tv/event/paris-1978,Final,17,Luxembourg,Baccara,Parlez-vous Français?,73,7,NA
1978,https://eurovision.tv/event/paris-1978,Final,18,Israel,Izhar Cohen and the Alphabeta,Abanibi,157,1,NA
1978,https://eurovision.tv/event/paris-1978,Final,19,Austria,Springtime,Mrs. Caroline Robinson,14,15,NA
1978,https://eurovision.tv/event/paris-1978,Final,20,Sweden,Björn Skifs,Det Blir Alltid Värre Framåt Natten,26,14,NA
1977,https://eurovision.tv/event/london-1977,Final,1,Ireland,The Swarbriggs Plus Two,It's Nice To Be In Love Again,119,3,NA
1977,https://eurovision.tv/event/london-1977,Final,2,Monaco,Michèle Torr,Une Petite Française,96,4,NA
1977,https://eurovision.tv/event/london-1977,Final,3,The Netherlands,Heddy Lester,De Mallemolen,35,12,NA
1977,https://eurovision.tv/event/london-1977,Final,4,Austria,Schmetterlinge,Boom Boom Boomerang,11,17,NA
1977,https://eurovision.tv/event/london-1977,Final,5,Norway,Anita Skorgan,Casanova,18,14,NA
1977,https://eurovision.tv/event/london-1977,Final,6,Germany,Silver Convention,Telegram,55,8,NA
1977,https://eurovision.tv/event/london-1977,Final,7,Luxembourg,Anne Marie B.,Frère Jacques,17,16,NA
1977,https://eurovision.tv/event/london-1977,Final,8,Portugal,Os Amigos,Portugal No Coração,18,14,NA
1977,https://eurovision.tv/event/london-1977,Final,9,United Kingdom,Lynsey de Paul and Mike Moran,Rock Bottom,121,2,NA
1977,https://eurovision.tv/event/london-1977,Final,10,Greece,"Pascalis, Marianna, Robert and Bessy",Mathema Solfege,92,5,NA
1977,https://eurovision.tv/event/london-1977,Final,11,Israel,Ilanit,Ah-haa-vah Hee Shir Lish-naa-yim,49,11,NA
1977,https://eurovision.tv/event/london-1977,Final,12,Switzerland,Pepe Lienhard Band,Swiss Lady,71,6,NA
1977,https://eurovision.tv/event/london-1977,Final,13,Sweden,Forbes,Beatles,2,18,NA
1977,https://eurovision.tv/event/london-1977,Final,14,Spain,Micky,Enseñame A Cantar,52,9,NA
1977,https://eurovision.tv/event/london-1977,Final,15,Italy,Mia Martini,Liberà,33,13,NA
1977,https://eurovision.tv/event/london-1977,Final,16,Finland,Monica Aspelund,Lapponia,50,10,NA
1977,https://eurovision.tv/event/london-1977,Final,17,Belgium,Dream Express,"A Million In One, Two, Three",69,7,NA
1977,https://eurovision.tv/event/london-1977,Final,18,France,Marie Myriam,L'oiseau Et L'enfant,136,1,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,1,United Kingdom,Brotherhood of Man,Save Your Kisses For Me,164,1,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,2,Switzerland,"Peter, Sue and Marc","Djambo, Djambo",91,4,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,3,Germany,Les Humphries Singers,"Sing, Sang, Song",12,15,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,4,Israel,"Chocolate, Menta, Mastik",Emor Shalom,77,6,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,5,Luxembourg,Jürgen Marcus,Chansons Pour Ceux Qui S'aiment,17,14,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,6,Belgium,Pierre Rapsat,Judy Et Cie.,68,8,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,7,Ireland,Red Hurley,When,54,10,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,8,The Netherlands,Sandra Reemer,The Party's Over Now,56,9,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,9,Norway,Anne-Karine Ström,Mata Hari,7,18,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,10,Greece,Mariza Koch,"Panaghia Mou, Panaghia Mou",20,13,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,11,Finland,Fredi and The Friends,Pump-pump,44,11,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,12,Spain,Braulio,Sobran Las Palabras,11,16,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,13,Italy,Romina and Al Bano,We'll Live It All Again,69,7,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,14,Austria,Waterloo and Robinson,My Little World,80,5,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,15,Portugal,Carlos do Carmo,Uma Flor De Verde Pinho,24,12,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,16,Monaco,Mary Christy,"Toi, La Musique Et Moi",93,3,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,17,France,Catherine Ferry,"Un, Deux, Trois",147,2,NA
1976,https://eurovision.tv/event/the-hague-1976,Final,18,Yugoslavia,Ambasadori,Ne Mogu Skriti Svoju Bol,10,17,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,1,The Netherlands,Teach-In,Ding-A-Dong,152,1,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,2,Ireland,The Swarbriggs,That's What Friends Are For,68,9,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,3,France,Nicole Rieu,Et Bonjour à Toi L'artiste,91,4,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,4,Germany,Joy Fleming,Ein Lied Kann Eine Brücke Sein,15,17,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,5,Luxembourg,Géraldine,Toi,84,5,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,6,Norway,Ellen Nikolaysen,You Touched My Life With Summer,11,18,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,7,Switzerland,Simone Drexel,Mikado,77,6,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,8,Yugoslavia,Pepel In Kri,Dan Ljubezni,22,13,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,9,United Kingdom,The Shadows,Let Me Be The One,138,2,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,10,Malta,Renato,Singing This Song,32,12,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,11,Belgium,Ann Christy,Gelukkig Zijn,17,15,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,12,Israel,Shlomo Artzi,At Ve'ani,40,11,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,13,Turkey,Semiha Yanki,Seninle Bir Dakika,3,19,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,14,Monaco,Sophie,Une Chanson C'est Une Lettre,22,13,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,15,Finland,Pihasoittajat,Old Man Fiddle,74,7,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,16,Portugal,Duarte Mendes,Madrugada,16,16,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,17,Spain,Sergio y Estíbaliz,Tú Volverás,53,10,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,18,Sweden,Lars Berghagen and the Dolls,"Jennie, Jennie",72,8,NA
1975,https://eurovision.tv/event/stockholm-1975,Final,19,Italy,Wess and Dori Ghezzi,Era,115,3,NA
1974,https://eurovision.tv/event/brighton-1974,Final,1,Finland,Carita,Äla Mene Pois (Keep Me Warm),4,13,NA
1974,https://eurovision.tv/event/brighton-1974,Final,2,United Kingdom,Olivia Newton-John,Long Live Love,14,4,NA
1974,https://eurovision.tv/event/brighton-1974,Final,3,Spain,Peret,Canta Y Se Feliz,10,9,NA
1974,https://eurovision.tv/event/brighton-1974,Final,4,Norway,Anne-Karine Ström and the Bendik Singers,The First Day Of Love,3,14,NA
1974,https://eurovision.tv/event/brighton-1974,Final,5,Greece,Marinella,"Krassi, Thalassa Ke T'agori Mou",7,11,NA
1974,https://eurovision.tv/event/brighton-1974,Final,6,Israel,Poogy,Natati La Khaiai,11,7,NA
1974,https://eurovision.tv/event/brighton-1974,Final,7,Yugoslavia,Korni,Generacija 42,6,12,NA
1974,https://eurovision.tv/event/brighton-1974,Final,8,Sweden,ABBA,Waterloo,24,1,NA
1974,https://eurovision.tv/event/brighton-1974,Final,9,Luxembourg,Ireen Sheer,"Bye, Bye, I Love You",14,4,NA
1974,https://eurovision.tv/event/brighton-1974,Final,10,Monaco,Romuald,Celui Qui Reste Et Celui Qui S'en Va,14,4,NA
1974,https://eurovision.tv/event/brighton-1974,Final,11,Belgium,Jacques Hustin,Fleur De Liberté,10,9,NA
1974,https://eurovision.tv/event/brighton-1974,Final,12,The Netherlands,Mouth and MacNeal,I See A Star,15,3,NA
1974,https://eurovision.tv/event/brighton-1974,Final,13,Ireland,Tina,Cross Your Heart,11,7,NA
1974,https://eurovision.tv/event/brighton-1974,Final,14,Germany,Cindy und Bert,Die Sommermelodie,3,14,NA
1974,https://eurovision.tv/event/brighton-1974,Final,15,Switzerland,Piera Martell,Mein Ruf Nach Dir,3,14,NA
1974,https://eurovision.tv/event/brighton-1974,Final,16,Portugal,Paulo de Carvalho,E Depois Do Adeus,3,14,NA
1974,https://eurovision.tv/event/brighton-1974,Final,17,Italy,Gigliola Cinquetti,Si,18,2,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,1,Finland,Marion Rung,Tom Tom Tom,93,6,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,2,Belgium,Nicole and Hugo,"Baby, Baby",58,17,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,3,Portugal,Fernando Tordo,Tourada,80,10,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,4,Germany,Gitte,Junger Tag,85,8,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,5,Norway,Bendik Singers,It's Just A Game,89,7,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,6,Monaco,Marie,Un Train Qui Part,85,8,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,7,Spain,Mocedades,Eres Tú,125,2,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,8,Switzerland,Patrick Juvet,"Je Me Vais Marier, Marie",79,12,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,9,Yugoslavia,Zdravko Colic,Gori Vatra,65,15,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,10,Italy,Massimo Ranieri,Chi Sarà Con Te,74,13,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,11,Luxembourg,Anne-Marie David,Tu Te Reconnaîtras,129,1,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,12,Sweden,The Nova and The Dolls,You're Summer,94,5,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,13,The Netherlands,Ben Cramer,De Oude Muzikant,69,14,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,14,Ireland,Maxi,Do I Dream?,80,10,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,15,United Kingdom,Cliff Richard,Power To All Our Friends,123,3,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,16,France,Martine Clémenceau,Sans Toi,65,15,NA
1973,https://eurovision.tv/event/luxembourg-1973,Final,17,Israel,Ilanit,Ey-sham,97,4,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,1,Germany,Mary Roos,Nur Die Liebe Läßt Uns Leben,107,3,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,2,France,Betty Mars,Comé-comédie,81,11,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,3,Ireland,Sandie Jones,Ceol On Ghrá,72,15,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,4,Spain,Jaime Morey,Amanece,83,10,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,5,United Kingdom,The New Seekers,"Beg, Steal Or Borrow",114,2,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,6,Norway,Grethe Kausland and Benny Borg,Småting,73,14,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,7,Portugal,Carlos Mendes,A Festa Da Vida,90,7,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,8,Switzerland,Véronique Müller,C'est La Chanson De Mon Amour,88,8,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,9,Malta,Helen and Joseph,L-imhabba,48,18,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,10,Finland,Päivi Paunu and Kim Floor,Muistathan,78,12,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,11,Austria,The Milestones,Falter Im Wind,100,5,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,12,Italy,Nicola di Bari,I Giorni Dell' Arcobaleno,92,6,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,13,Yugoslavia,Tereza,Muzika I Ti,87,9,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,14,Sweden,Family Four,Härliga Sommardag,75,13,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,15,Monaco,Anne-Marie Godart and Peter MacLane,Comme On S'aime,65,16,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,16,Belgium,Serge and Christine Ghisoland,À La Folie Ou Pas Du Tout,55,17,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,17,Luxembourg,Vicky Leandros,Après Toi,128,1,NA
1972,https://eurovision.tv/event/edinburgh-1972,Final,18,The Netherlands,Sandra and Andres,Als Het Om De Liefde Gaat,106,4,NA
1971,https://eurovision.tv/event/dublin-1971,Final,1,Austria,Marianne Mendt,Musik,66,16,NA
1971,https://eurovision.tv/event/dublin-1971,Final,2,Malta,Joe Grech,Marija L-maltija,52,18,NA
1971,https://eurovision.tv/event/dublin-1971,Final,3,Monaco,Séverine,"Un Banc, Un Arbre, Une Rue",128,1,NA
1971,https://eurovision.tv/event/dublin-1971,Final,4,Switzerland,"Peter, Sue and Marc",Les Illusions De Nos Vingt Ans,78,12,NA
1971,https://eurovision.tv/event/dublin-1971,Final,5,Germany,Katja Ebstein,Diese Welt,100,3,NA
1971,https://eurovision.tv/event/dublin-1971,Final,6,Spain,Karina,En Un Mundo Nuevo,116,2,NA
1971,https://eurovision.tv/event/dublin-1971,Final,7,France,Serge Lama,Un Jardin Sur La Terre,82,10,NA
1971,https://eurovision.tv/event/dublin-1971,Final,8,Luxembourg,Monique Melsen,"Pomme, Pomme, Pomme",70,13,NA
1971,https://eurovision.tv/event/dublin-1971,Final,9,United Kingdom,Clodagh Rodgers,Jack In The Box,98,4,NA
1971,https://eurovision.tv/event/dublin-1971,Final,10,Belgium,Lily Castel and Jacques Raymond,"Goeie Morgen, Morgen",68,14,NA
1971,https://eurovision.tv/event/dublin-1971,Final,11,Italy,Massimo Ranieri,L'amore è Un Attimo,91,5,NA
1971,https://eurovision.tv/event/dublin-1971,Final,12,Sweden,Family Four,Vita Vidder,85,6,NA
1971,https://eurovision.tv/event/dublin-1971,Final,13,Ireland,Angela Farrell,One Day Love,79,11,NA
1971,https://eurovision.tv/event/dublin-1971,Final,14,The Netherlands,Saskia and Serge,De Tijd,85,6,NA
1971,https://eurovision.tv/event/dublin-1971,Final,15,Portugal,Tonicha,Menina Do Alto Da Serra,83,9,NA
1971,https://eurovision.tv/event/dublin-1971,Final,16,Yugoslavia,Krunoslav Slabinac,Tvoj Djecak Je Tuzan,68,14,NA
1971,https://eurovision.tv/event/dublin-1971,Final,17,Finland,Markku Aro and Koivisto Sisters,Tie Uuteen Päivään,84,8,NA
1971,https://eurovision.tv/event/dublin-1971,Final,18,Norway,Hanne Krogh,Lykken Er...,65,17,NA
1970,https://eurovision.tv/event/amsterdam-1970,Final,1,The Netherlands,Patricia and Hearts of Soul,Waterman,7,7,NA
