year,events_urls,round,from,by,to,points
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Televote,Bulgaria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Australia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Czech Republic,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,France,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Israel,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Russia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Hungary,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Armenia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Italy,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Serbia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Croatia,Jury,Cyprus,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Bulgaria,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Armenia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Ukraine,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,France,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Hungary,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Lithuania,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Poland,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Televote,Sweden,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Russia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Armenia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,France,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Malta,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Israel,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Hungary,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Italy,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Azerbaijan,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Cyprus,Jury,Croatia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Armenia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Poland,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Azerbaijan,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Bulgaria,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Austria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Hungary,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Sweden,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Televote,Australia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,Sweden,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,Hungary,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,Croatia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,The Netherlands,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,Malta,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,France,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,United Kingdom,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,Lithuania,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,Belgium,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Czech Republic,Jury,Latvia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Sweden,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Belgium,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,The Netherlands,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Lithuania,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Poland,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Russia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Ukraine,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,France,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Televote,Austria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Belgium,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,The Netherlands,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Bulgaria,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Lithuania,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Sweden,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,United Kingdom,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Israel,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Denmark,Jury,Spain,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Russia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Sweden,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Ukraine,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Latvia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Austria,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Lithuania,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Australia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Cyprus,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,France,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Televote,Poland,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,Sweden,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,Latvia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,Ukraine,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,The Netherlands,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,Lithuania,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,Cyprus,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,United Kingdom,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,Malta,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Estonia,Jury,France,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Sweden,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Australia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Austria,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Poland,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Bulgaria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,France,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Latvia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Televote,Cyprus,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Sweden,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,The Netherlands,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Australia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Israel,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Lithuania,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Malta,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Austria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Czech Republic,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,Italy,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Finland,Jury,France,1
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Armenia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Ukraine,10
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Austria,8
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Poland,7
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Russia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Bulgaria,5
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Belgium,4
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Israel,3
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Sweden,2
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Televote,Spain,1
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Italy,12
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Bulgaria,10
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Austria,8
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,The Netherlands,7
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Sweden,5
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Malta,4
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Spain,3
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Armenia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,France,Jury,Russia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Armenia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Ukraine,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Azerbaijan,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Latvia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Lithuania,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Poland,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Bulgaria,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Hungary,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Televote,Australia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Belgium,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Australia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Latvia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Sweden,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Lithuania,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,France,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Israel,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Croatia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Georgia,Jury,Germany,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Russia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Poland,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Sweden,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Austria,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Ukraine,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Bulgaria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,The Netherlands,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Armenia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Televote,Italy,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Israel,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Sweden,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Georgia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Ukraine,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Belgium,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,The Netherlands,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Italy,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Latvia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Germany,Jury,Lithuania,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Cyprus,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Armenia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Bulgaria,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Ukraine,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,France,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Poland,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Hungary,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Televote,Austria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Russia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Armenia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Cyprus,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Australia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,France,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Georgia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Malta,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Hungary,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Ukraine,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Greece,Jury,Azerbaijan,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Poland,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Sweden,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Austria,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Cyprus,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Bulgaria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,Australia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,The Netherlands,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Televote,France,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Australia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Malta,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Latvia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Azerbaijan,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,The Netherlands,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Spain,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Sweden,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Lithuania,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Czech Republic,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Hungary,Jury,Armenia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Sweden,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Poland,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Australia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Russia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,The Netherlands,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,France,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Lithuania,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Belgium,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Austria,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Televote,Azerbaijan,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,The Netherlands,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Croatia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Sweden,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Czech Republic,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Malta,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Belgium,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,France,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Iceland,Jury,Austria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Lithuania,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Poland,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Latvia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Bulgaria,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Ukraine,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,United Kingdom,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Sweden,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Televote,Austria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,Belgium,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,Bulgaria,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,The Netherlands,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,United Kingdom,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,Italy,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,Sweden,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,Israel,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,France,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,Czech Republic,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Ireland,Jury,Latvia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,France,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Ukraine,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Bulgaria,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Armenia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Poland,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Austria,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Azerbaijan,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Televote,Belgium,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Australia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,France,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Bulgaria,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Belgium,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Latvia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Spain,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Croatia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Armenia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Israel,Jury,Lithuania,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Poland,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Bulgaria,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Cyprus,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,France,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Serbia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Georgia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Lithuania,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Televote,Armenia,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Spain,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Ukraine,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Israel,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,France,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Malta,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,The Netherlands,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Georgia,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Sweden,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Italy,Jury,Cyprus,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Russia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Ukraine,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Lithuania,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Sweden,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Australia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Poland,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Austria,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Azerbaijan,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Georgia,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Televote,Bulgaria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Ukraine,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Lithuania,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Sweden,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Russia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Armenia,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Malta,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,The Netherlands,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Israel,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Latvia,Jury,Bulgaria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Latvia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Ukraine,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Russia,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Sweden,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Poland,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Australia,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Georgia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,France,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Hungary,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Televote,Austria,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Australia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Georgia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Ukraine,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Latvia,7
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Israel,6
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Belgium,5
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Armenia,4
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Poland,3
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,Bulgaria,2
2016,https://eurovision.tv/event/stockholm-2016,Final,Lithuania,Jury,France,1
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,Australia,12
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,Russia,10
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,Bulgaria,8
2016,https://eurovision.tv/event/stockholm-2016,Final,Malta,Televote,Italy,7
