year,events_urls,country,contestant,song,composed_by,written_by,language,lyrics
2012,https://eurovision.tv/event/baku-2012,Malta,Kurt Calleja,This Is The Night,"Johan Jämtberg, Mikael Gunnerås & Kurt Calleja","Johan Jämtberg, Mikael Gunnerås & Kurt Calleja",NA,"Hey, look at me
And you'll see
That I'm into you
Time to believe,
And achieve.
I will stand by you
As from this moment on,
You and I can reach the stars,
All I need is one more chance
This is the Night, This is the night
I will be the star
Let me into your heart
This is my life, this is my life
I've been waiting for
I'll be back with more
Singin hey hey hey…
This is the night, this is the night,
I'll be flyin' high
This is the night
Hey, I believe
You and me
We are meant to be
Can't set you free
Can't you see
This is killing me?
As from this moment on
You and I can reach the stars
All I need is one more chance
This is the Night, This is the night
I will be the star
Let me into your heart
This is my life, this is my life
I've been witing for
I'll be back with more
Singing hey hey hey…
This is the Night, this is the night
I'll be flying' high
This is the Night
Let Me Into Your Heart
hey hey hey…
This Is The Night, This Is The Night
This is the Night, This is the night
I will be the star
Let me into your heart
This is my life, this is my life
I've been waiting for
I'll be back with more
Singin hey hey hey…
This is the night, this is the night,
I'll be flyin' high
This is the night"
2012,https://eurovision.tv/event/baku-2012,Moldova,Pasha Parfeny,Lăutar,"Pasha Parfeny, Alex Brashovean",Pasha Parfeny,English,"At the wedding tonight she looks nicer than the bride.
When she smiles, I forget my lyrics.
I got blind, I got mad, not from the diamonds she had
But from the beauty that puts my heart on fire
You have never been at my show
You haven’t seen before how looks the trumpet
But the sound goes straight to your soul
Gets you out of control
This trumpet makes you my girl
Just like from paradise, you came down from the skies
On a plane which belongs to your daddy
Welcome to carousel. The wine is sweet, but take care,
cause too much is no good for a princess.
You have never been at my show
You haven’t seen before how looks the trumpet
But the sound goes straight to your soul
Gets you out of control
This trumpet makes you my girl"
2012,https://eurovision.tv/event/baku-2012,Montenegro,Rambo Amadeus,Euro Neuro,Rambo Amadeus,Rambo Amadeus,"English, German","Euro skeptic,
analfabetik, try not to be hermetic.
Euro Neuro don’t be skeptik,
hermetic, pathetic, analfabetic
forget old cosmetic
you need new poetic, estetic
eclectic, dialectic
Euro neuro don’t be dogmatic, beaurocratic,
you need to become pragmatic,
to stop change climatic, automatic
need contribution from the institution
to find solution for polution
to save the children of the evolution
Euro neuro
Euro neuro
Euro neuro
Monetary brake dance
Euro neuro
Euro neuro
Euro neuro
Give me chance to refinance
Blaue grotte ausflug do Zanjica
heute habbe obotnica
Euro neuro I don’t like
snobism, nationalism, puritanism
I am different organism,
my heroism is
pacifizam altruizam
I enjoy biciklizam, liberalizam
turizam, nudism, optizam,
it is good for reumatism
Euro neuro
Euro neuro
Euro neuro
Give me chance to refinance
Euro neuro I got no ambition
for high position
in the competition
with air condition
different mission different school
I got only one rule
always stay cool
like a swimming pool.
Euro neuro
Euro neuro
Euro neuro
Monetary brake dance
Euro neuro
Euro neuro
Euro neuro
Give me chance to refinance"
2012,https://eurovision.tv/event/baku-2012,Montenegro,Rambo Amadeus,Euro Neuro,Rambo Amadeus,Rambo Amadeus,English,"Euro skeptik,
analfabetik, try not to be hermetic.
Euro Neuro don’t be skeptik,
hermetic, pathetic, analfabetic
forget old cosmetic
you need new poetic, estetic
eclectic, dialectic
Euro neuro don’t be dogmatic, beaurocratic,
you need to become pragmatic,
to stop change climatic, automatic
need contribution from the institution
to find solution for polution
to save the children of the evolution
Euro neuro
Euro neuro
Euro neuro
Monetary brake dance
Euro neuro
Euro neuro
Euro neuro
Give me chance to refinance
Blue Cave excursion tour to Zanjice
Today we have octopus
Euro neuro I don’t like
snobism, nationalism, puritanism
I am different organism,
my heroism is
pacifizam altruizam
I enjoy biciklizam, liberalizam
turizam, nudism, optizam,
it is good for reumatism
Euro neuro
Euro neuro
Euro neuro
Give me chance to refinance
Euro neuro I got no ambition
for high position
in the competition
with air condition
different mission different school
I got only one rule
always stay cool
like a swimming pool.
Euro neuro
Euro neuro
Euro neuro
Monetary brake dance
Euro neuro
Euro neuro
Euro neuro
Give me chance to refinance"
2012,https://eurovision.tv/event/baku-2012,Montenegro,Rambo Amadeus,Euro Neuro,Rambo Amadeus,Rambo Amadeus,French,"Euro sceptique,
analphabetique, essaie de na pas etre hermetique.
Euro Neuro ne sois pas sceptique,
hermetique, pathetique, analphabetique
oublie les vieux cosmetiques
il te faut de la nouveauté poetique, estetique
eclectique , dialectique
Euro neuro ne sois pas dogmatique, bureaucratique,
Tu dois devenir pragmatique ,
Pour arreter le changement climatique, automatique
Il faut avoir la contribution des institutions
Pour trouver la solution pour la pollution
Pour sauver les enfants de l’ evolution
Euro neuro
Euro neuro
Euro neuro
Monetary brake dance
Euro neuro
Euro neuro
Euro neuro
Donne moi de la chance pour la refinance
Blaue grotte ausflug do zanjica
heute habbe obotnica
Euro neuro
Je n’ aime pas le
snobisme, le nationalisme, le puritanisme
Je suis un organism different,
Mon heroisme c’ est
Le pacifisme l’altruisme
Je suis dingue de cyclisme, de liberalisme
De tourisme, de nudisme, d’optimisme,
C’est bien pour les reumatismes
Euro neuro
Euro neuro
Euro neuro
Donne moi de la chance pour la refinance
Euro neuro Je n’ ai pas d’ ambitions
Pour les hautes positions
Aux competitions
avec la climatisation
ma mission est differente, c’ est une autre ecole
de toutes les regles, je n’en ai qu’une
rester toujours cool
comme une piscine
Euro neuro
Euro neuro
Euro neuro
Monetary brake dance
Euro neuro
Euro neuro
Euro neuro
Donne moi de la chance pour la refinance"
2012,https://eurovision.tv/event/baku-2012,North Macedonia,Kaliopi,Crno I Belo,Romeo Grill,Kaliopi,"Macedonian, English","Vo ochi sega gledaj me
Ne sum gubitnik ti znaj
Ne se predavam do kraj
Nema ragjanje bez pagjanje
Otvori dusha priznaj mi
Shto sme sega jas i ti
Pola moe vo tebe
A pola tvoe spie vo mene
Ajde sega gushni me
Do nebo digni me
Crno i belo e se
Edna vistina i edna laga
Iako zaedno sme
Jas biram srekja, ti birash taga
Crno i belo e se
Dobro i losho nishto ne gi deli
Daj sega nasmevni se
Denot ne vodi vo nokji beli
Vo ochi sega gledaj me
Tamu ti ke najdesh se
Ajde predaj se do kraj
Za novo ragjanje, so mene
Otvori dusha priznaj mi
Shto sme sega jas i ti
Pola moe vo tebe
Pola tvoe spie vo mene
Ajde sega gushni me
Do nebo digni me
Crno i belo e se
Edna vistina i edna laga
Iako zaedno sme
Jas biram srekja, ti birash taga
Crno i belo e se
Dobro i losho nishto ne gi deli
Daj sega nasmevni se
Denot ne vodi vo nokji beli
Everything's black and white
Only one truth, only one lie
Sharing the same delight
I choose to smile, you choose to cry
Everything's black and white
The good, the bad, equal, the same
Day drowns in the night
As you pool me, back in the game
Everything's black and white."
2012,https://eurovision.tv/event/baku-2012,North Macedonia,Kaliopi,Crno I Belo,Romeo Grill,Kaliopi,English,"Baby look into my eyes
Eyes don't know how to fake
I am fragile but won't break
This pain is sweet, a sweet defeat
Darling open up your soul
Let go of all control
You're the restles part of me
You're the dreamer in my sea
I'm being born again
In your every breath
Everything's black and white
Only one truth, only one lie
Sharing the same delight
I choose to smile, you choose to cry
Everything's black and white
The good, the bad, equal, the same
Day drowns in the night
As you pool me, back in the game
Baby look into my eyes
I'm weareing no disguise
I'm naked, wild and free
Now it's time, step into me
Darling open up your soul
Let go of all control
You're the restless part of me
You're the dreamer in my sea
I'm being born again
With your every breath ...
Everything's black and white
Only one truth, only one lie
Sharing the same delight
I choose to smile, you choose to cry
Everything's black and white
The good, the bad, equal, the same
Day drowns in the night
As you pool me, back in the game
Everything's black and white."
2012,https://eurovision.tv/event/baku-2012,North Macedonia,Kaliopi,Crno I Belo,Romeo Grill,Kaliopi,French,"Regarde-moi dans mes yeux
Je ne suis pas une lâche
Je reste forte jusqu’à la fin
Il n'y a pas de naissance sans mort
Ouvre ton âme et admet-moi
Que-ce que nous sommes maintenant
Une partie de moi est en toi
Une partie de toi reste en moi
Embrasse-moi très fort
Et lève-moi jusqu’au ciel
Tout est noir et blanc
Une vérité et un mensonge
Même si nous sommes ensemble
Je choisis le bonheur, tu choisis la douleur
Tout est noir et blanc
Ni le mal, ni le bien ne les sépare
Souris-moi
Le jour nous mène vers des nuits blanches
Regarde-moi dans mes yeux
Tu vas y trouver tout
Laisse tout maintenant
Pour une nouvelle naissance, avec moi
Ouvre ton âme et admet-moi
Que-ce que nous sommes maintenant
Une partie de moi est en toi
Une partie de toi reste en moi
Embrasse-moi très fort
Et lève-moi jusqu’au ciel
Tout est noir et blanc ..."
2012,https://eurovision.tv/event/baku-2012,Norway,Tooji,Stay,"Tooji, Figge Boström & Peter Boström","Tooji, Figge Boström & Peter Boström",English,"I hear music as I walk down the street
Start moving to the rhythm, heart is pumping the beat
I hear the people shout out
Turn up the music louder
Better start running if you can’t stand the heat
What’s it doing to me, I feel it set me free
It’s like I’m losing all control
You know it’s making me hot, and baby I don’t stop
It’s like a fire in my soul
I don’t know what I am doing tonight
But this rush it is making me stronger
I don’t know if it’s wrong or it’s right
But I know: I want you to
STAY, nanananana
STAY, nanananana
My heart beats faster as I’m scanning the crowd
My meters are peaking, I can tell you’re around
It’s like I’m on a high now
Nothing can pull me down now
Sirens are calling and I can’t kill the sound
What’s it doing to me, I feel it set me free
It’s like I’m losing all control
You know it’s making me hot, and baby I don’t stop
It’s like a fire in my soul
I don’t know what I am doing tonight
But this rush it is making me stronger
I don’t know if it’s wrong or it’s right
But I know: I want you to
STAY, nanananana
STAY, nanananana
Work it, move your body baby, you better work, you better work, come on now
Work it move your body baby, you better work, you better work
I don’t know what I am doing tonight
But this rush it is making me stronger
I don’t know if it’s wrong or it’s right
But I know: I want you to
Stay (I don’t know what I am doing tonight)
But this rush it is making me stronger
I don’t know if it’s wrong or it’s right
But I know: I want you to
STAY, nanananana
STAY, nanananana"
2012,https://eurovision.tv/event/baku-2012,Norway,Tooji,Stay,"Tooji, Figge Boström & Peter Boström","Tooji, Figge Boström & Peter Boström",French,"J’entends de la musique en descendant la rue
Me mets à bouger en rythme, mon coeur battant en cadence
J’ai comme une envie de crier
Mettez la musique plus fort
Faut que je coure si je ne supporte pas la chaleur
Quel effet tu me fais, c’est comme si tu me libérais
Et je perds tout contrôle
Tu sais que tu m’allumes et je ne veux pas que tu arrêtes
Comme un feu dans mon âme
Je ne sais pas ce que je fais ce soir
Mais cette ivresse me rend plus fort
Je me fiche de savoir si c’est bien ou mal
Mais ce que je sais, c’est que je veux que tu
RESTES, nanananana
RESTES, nanananana
Mon coeur bat plus fort tandis que je scrute la foule
Mon vu-mètre est au maximum, je sais que tu es tout près
Je suis maintenant comme sur un nuage
Rien ne peut désormais me faire redescendre
Les sirènes retentissent et je ne peux pas les faire taire
Quel effet tu me fais, c’est comme si tu me libérais
Et je perds tout contrôle
Tu sais que tu m’allumes et je ne veux pas que tu arrêtes
Comme un feu dans mon âme
Je ne sais pas ce que je fais ce soir
Mais cette ivresse me rend plus fort
Je me fiche de savoir si c’est bien ou mal
Mais ce que je sais, c’est que je veux que tu
RESTES, nanananana
RESTES, nanananana
Vas-y, bouge ton corps, chéri, allez, vas-y
Vas-y, bouge ton corps, chéri, allez, vas-y"
2012,https://eurovision.tv/event/baku-2012,Portugal,Filipa Sousa,Vida Minha,Andrej Babic,Carlos Coelho,French,"Ma Vie:
Je longe les rues de la ville, vieille, noire, imparfaite,
Elle exhale les baisers nostalgiques, dans une place qui s’embellit.
Il y a un enfant qui court, une voisine qui guette,
Et je n’ai que le désir d’arriver pour t’étreindre.
Et je n’ai que le désir d’arriver pour t’étreindre.
Si tu étais lumière, amour, ô lumière du jour,
Un sourire qui inspire la fantaisie.
Si tu étais de l’eau, amour, tel que l’eau pure
Qui assouvit la soif de la fleur de la tendresse.
Si tu étais lumière, amour, ô lumière du jour,
Un sourire qui inspire la fantaisie.
Mais parmi tout ce que tu puisses devenir,
Je veux juste, mon amour, que tu sois ma vie.
Et je n’ai que le désir d’arriver pour t’étreindre.
Mais parmi tout ce que tu puisses devenir,
Je veux juste, mon amour, que tu sois ma vie."
2012,https://eurovision.tv/event/baku-2012,Portugal,Filipa Sousa,Vida Minha,Andrej Babic,Carlos Coelho,Portuguese,"Vida Minha:
Sigo as ruas da cidade, velha, escura, imperfeita,
Cheira a beijos de saudade, numa praça que se enfeita.
Há uma criança que corre, uma vizinha que espreita,
E em mim só segue o desejo de chegar p’ra te abraçar.
E em mim só segue o desejo de chegar p’ra te abraçar.
Se fosses luz, amor, ai luz do dia,
Sorriso inspirador de fantasia.
Se fosses água, amor, qual água pura
Que mata a sede à flor da ternura.
Se fosses luz, amor, ai luz do dia,
Sorriso inspirador de fantasia.
Mas entre tudo que possas ser na vida,
Só quero, meu amor: sejas vida minha.
E em mim só segue o desejo de chegar p’ra te abraçar.
Mas entre tudo que possas ser na vida,
Só quero, meu amor: sejas vida minha."
2012,https://eurovision.tv/event/baku-2012,Portugal,Filipa Sousa,Vida Minha,Andrej Babic,Carlos Coelho,English,"Life of Mine:
I walk the streets of the city, old, dark, imperfect,
There's a feeling of nostalgic kisses in the decorated city square,
There's a child running, a peeking neighbor,
And within me, there’s only desire to come home and hold you.
And within me, there’s only desire to come home and hold you.
If you were light, my love, you would be the light of day,
An inspiring smile of fantasy.
If you were water, my love, you would be like pure water,
Sating the thirst of the flower of tenderness.
If you were light, my love, you would be the light of day,
An inspiring smile of fantasy.
But of all the things you can be in life,
I just want you, my love, to be life of mine.
And within me, there’s only desire to come home and hold you.
But of all the things you can be in life,
I just want you, my love, to be life of mine."
2012,https://eurovision.tv/event/baku-2012,Romania,Mandinga,Zaleilah,Costi Ionita,"Elena Ionescu, Dihigo Omar Secada, Costi Ionita","Spanish, English","Mandinga everyday, Mandinga zaleilah-lei!
Siento el ritmo del cuerpo tocandome
El perfume del viento besandome
Cuando estoy a tu lado me siento bien
Si me tocas, me abrazas, quiero bailar
Soy feliz puedo gritar
Zaleilah-leila-lei, everyday, everybody
When you love you say, everyday, everybody
Zaleilah-leila-lei, everyday, everybody
Zaleilah-leila-lei, zaleilah-leila-lei
(x2)
Tu dejate amarte, dejame amarte toda la vida
Tu nunca lo dudes que soy para ti nada mas
Mi chico bonito, un poco negrito ven papito, ven aca
Siempre contigo siento que vivo en un amor real
(x2)
Zaleilah-leila-lei, everyday, everybody
When you love you say, everyday, everybody
Zaleilah-leila-lei, everyday, everybody
Zaleilah-leila-lei, zaleilah-leila-lei
When you make me feel so special, I am dreaming, I am dreaming
Eveybody say!
Vamos vamos vamos vamos alla! (Ay!)
Vamos vamos vamos vamos alla! (Asi!)
Vamos vamos vamos muevete!
Vamos vamos vamos vamos alla!
Zaleilah-leila-lei, everyday, everybody
When you love you say, everyday, everybody
Zaleilah-leila-lei, everyday, everybody
Zaleilah-leila-lei, zaleilah-leila-lei"
2012,https://eurovision.tv/event/baku-2012,Romania,Mandinga,Zaleilah,Costi Ionita,"Elena Ionescu, Dihigo Omar Secada, Costi Ionita",English,"Mandinga, everyday
Mandinga, zaleilah lei
I feel the rhythm of your body touching me
The wind's perfume kissing me
Feels so good when I'm with you
You touching me and kissing me makes me want to dance
I'm so happy, I can shout out loud
Zaleilah-leila-lei, everyday, everybody
When you love you say, everyday, everybody
Zaleilah-leila-lei, everyday, everybody
Zaleilah-leila-lei, zaleilah-leila-lei
(x2)
Let me love you, let me love you forever
Never doubt that I'm here just for you
Come here, my sweet chocolate boy
Only you can make me feel the real love
(x2)
Zaleilah-leila-lei, everyday, everybody
When you love you say, everyday, everybody
Zaleilah-leila-lei, everyday, everybody
Zaleilah-leila-lei, zaleilah-leila-lei
When you make me feel so special
I am dreaming I am dreaming...
Everybody say: ""Let's go! ""
Yeah!
That's right, move your body!
Up! Up! Let's go!
That's right, that's right!
Let's go, let's go!
Zaleilah-leila-lei, everyday, everybody
When you love you say, everyday, everybody
Zaleilah-leila-lei, everyday, everybody
Zaleilah-leila-lei, zaleilah-leila-lei"
2012,https://eurovision.tv/event/baku-2012,Romania,Mandinga,Zaleilah,Costi Ionita,"Elena Ionescu, Dihigo Omar Secada, Costi Ionita",French,"Mandinga, toujours
Mandinga, zaleilah lei
Je sens le rythme de ton corps, me touche
Le parfume du vent me baise
Quand je suis avec toi je me sens très bien
Quand me touches et me baises ca me fait danser
Je suis heureuse, je veux pleurer
Zaleilah-leilah-lei, toujours, tout le mondé
Quand on s'aime se dit: toujours, tout le mondé
Zaleilah-leilah-lei, toujours, tout le mondé
Zaleilah-leilah-lei, zaleilah-leilah-lei
(x2)
Laisse-moi t'aimer, laisse-moi t'aimer toute ma vie
Jamais douter, je suis ici seulement pour toi
Viens ici, mon beau garçon sombre
Seulement tu me fais vivre un vrai amour
(x2)
Zaleilah-leilah-lei, toujours, tout le mondé
Quand on s'aime se dit: toujours, tout le mondé
Zaleilah-leilah-lei, toujours, tout le mondé
Zaleilah-leilah-lei, zaleilah-leilah-lei
Quand tu me fais sentir tellement spéciale
Je rêve, je rêve...
Allez, allez , allez, allez!
Allez, allez , allez, allez!
Allez, allez , allez, bougez-vous!
Allez, allez , allez, allez!
Zaleilah-leilah-lei, toujours, tout le mondé
Quand on s'aime se dit: toujours, tout le mondé
Zaleilah-leilah-lei, toujours, tout le mondé
Zaleilah-leilah-lei, zaleilah-leilah-lei"
2012,https://eurovision.tv/event/baku-2012,Russia,Buranovskiye Babushki,Party For Everybody,"Viktor Drobysh, Timofei Leontiev","Olga Tuktareva, Marry S. Applegate","Udmurt, English","Ӝӧккышет тӧдьы вӧлдӥсько, пиосме возьмасько.
Котэм нянь буй-буй ик будэ, сюлэмы небӟе.
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom!
Корка тыр ик нылпиосы, бертӥзы мусоосы.
Корка тыр ик нылпиосы, бертӥзы мусоосы.
Вож дэремме дӥсяло но, тӧдь кышетме мон кертто,
Вож дэремме дӥсяло но, эктыны пото.
Кырӟалом жон-жон-жон,
Эктом ми куаж-куаж али.
Кырӟалом жон-жон-жон
Ваньмы ӵошен.
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and …
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom!
Коӵыше но шумпотэ но, пуные но шумпотэ.
Коӵыше но шумпотэ но, пуные но шумпотэ.
Мылы-кыды капчия но, шумпотонэн пачылме,
Мылы-кыды капчия но, шумпотонэ но.
Кырӟалом жон-жон-жон,
Эктом ми куаж-куаж али.
Кырӟалом жон-жон-жон
Ваньмы ӵошен.
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and …
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom!
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and …
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom! Boom! Boom! Dance!"
2012,https://eurovision.tv/event/baku-2012,Russia,Buranovskiye Babushki,Party For Everybody,"Viktor Drobysh, Timofei Leontiev","Olga Tuktareva, Marry S. Applegate",English,"I will be putting a white tablecloth,
I will be waiting for kids coming back home.
The dough is rising joyously.
And my heart is cheering.
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom!
The house is full of kids, the relatives have come.
I am going to put on my green dress,
I am going to tie a white head cloth.
And I am going to dance.
We are singing extremely strongly.
We are dancing soulful, so soulful!
We are singing extremely strongly,
Because we are together!
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and …
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom!
And my cat is happy, and my dog is happy!
And my cat is happy, and my dog is happy!
The happiness is overflowing!
Oh joy!
We are singing extremely strongly.
We are dancing soulful, so soulful!
We are singing extremely strongly,
Because we are together!
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and …
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom!
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and …
Party for everybody! Dance!
Come on and dance!
Come on and dance!
Come on and… Boom! Boom! Boom! Boom! Dance!"
2012,https://eurovision.tv/event/baku-2012,Russia,Buranovskiye Babushki,Party For Everybody,"Viktor Drobysh, Timofei Leontiev","Olga Tuktareva, Marry S. Applegate",French,"J’étends une nappe blanche, j’attends mes enfants
La pâte lève vite
Et mon coeur est plein de joie.
La fête pour tous, dansez!
Venez et dansez!
La maison est pleine, mes enfants sont arrivés
J’ai mis ma robe verte et mon foulard blanc.
Je vais danser.
Nous chantons très-très fort.
Nous dansons de toutes nos âmes.
Nous chantons très-très fort
Par ce que nous sommes ensembles!
Mon chat est joyeux, et mon chien est joyeux
Le bonheur deborde.
C’est la joie!"
2012,https://eurovision.tv/event/baku-2012,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),Ralph Siegel,Timothy Touchton & José Santana Rodriguez,English,"oo ooooooo ooo
I like
Are you ready for a little chat
And a song about the Internet
It's a story ‘bout a social door
You’ve never seen before
If you wanna be seen by everyone
Wanna be in the dream and have some fun
If you wanna be on the hook
Then simply take a look
Refrain:
Oh Oh Uh Oh Oh
Everybody loves you so
Oh Oh Uh Oh Oh
Everybody that you know
Do you wanna be more than just a friend
Do you wanna play cyber sex again
If you wanna come to my house
Then click me with your mouse
Hello uh oh oh
Never gonna let you go
Your logging in then it begins
And your computer is waking you
Taking your time away
The scene is right for social light
You're on the Internet anywhere
Anytime night and day
-2-
Oh Oh Uh Oh Oh
I like
Everybody loves you so
Oh Oh Uh-Oh Oh
Mi piace
Never gonna let you go
So you wanna make love with me
Am I really your cup of tea
Are you really the one that’s you
And am I really me
Oh Oh Uh Oh Oh
I like
Everybody loves you so
Social Network Oh
Mi piace
Never gonna let you go
You’re login’ in with just a friend
But soon the Internet's
Beeping and peeping around the bend
We used to greet friends on the street
But now it’s googling giggling gaggling
When we meet
Beep Beep Uh Oh Oh
How about a little chat
Group: Oo oo network fans
Meet [email protected] the internet
Do you really like politics
Wanna talk about dirty tricks
Are you really a sex machine
Or just a beauty queen
Everybody is better than before
Everybody is calling out for more
Everybody in cyber Ville
Is knocking on your door
-3-
Beep Beep Uh Oh Oh
I like
Everybody does a show
Oo Oo Uh-Oh Oh
Mi piace
If you like it click and go
Now you know it is easy loggin' in
For a little more fun and cyber sin
Wanna know what the net's about
The hard part’s loggin’ out
Oo Oo Uh-Oh Oh
Now I've got a million friends
This is how the story ends
Oh Oh –
Beep beep"
2012,https://eurovision.tv/event/baku-2012,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),Ralph Siegel,Timothy Touchton & José Santana Rodriguez,French,"J'aime ça
Tu es prêt pour un brin de causette
Et une chanson sur l'Internet
C'est une histoire d'une porte sociale
Que tu n’as jamais vu auparavant
Si tu veux être vu par tout le monde
Si tu veux rêver et t’amuser
Si tu veux être sur le crochet
Alors tout simplement prends un coup d'œil
Refrain:
Oh Oh Uh Oh Oh
Tout le monde t’ aime tant
Oh Oh Uh Oh Oh
Tout le monde que tu connais
Tu aimerais être plus qu'un ami
Tu aimerais jouer le cybersexe à nouveau
Si tu veux venir à ma maison
Alors clique avec ta souris
Hello Uh Oh Oh
Je te laisserai jamais
Connecte-toi puis ça commence
Et ton ordinateur te réveille
En prenant ton temps
La scène est parfait pour une lumière sociale
Maintenant tu es sur Internet partout
À tout moment jour et nuit
Oh Oh Uh Oh Oh
J’aime ça
Tout le monde t’ aime tant
Oo Oo Uh-Oh Oh
Ca me plait
Je te laisserai jamais
Ah oui - tu veux faire l'amour avec moi
Suis-je vraiment ta tasse de té
Es-tu vraiment toi
Et suis-je vraiment moi
Oh Oh Uh Oh Oh
J’aime ça
Tout le monde t’aime tant
Social Network Oh
Ça me plait
Je te laisserai jamais
Tu es connecté avec un ami
Mais bientôt l’Internet est
Beeping and peeping
Autrefois nous avons salué nos amis
Lorsque nous nous rencontrions dans la rue
Mais maintenant tout le monde est googling, giggling, gaggling
Lorsqu’on se rencontre
Beep Beep Uh Oh Oh
Tu es prét pour un brin de causette
Group : Oo Oo Network Fans
Rencontrez-vous @ l'Internet
Tu aimes vraiment la politique
Tu veux parler à propos de sales tours
Tu es vraiment une machine à sexe
Ou tout simplement une reine de beauté
Tout le monde est mieux qu'avant
Tout le monde est criant pour plus
Tout le monde dans Cyber Ville
Frappe à ta porte
Beep Beep Uh Oh Oh
J'aime ça
Tout le monde fait un spectacle
Oo Oo Uh-Oh Oh
Ça me plait
SI tu veux clique et parts
Maintenant tu sais qu'il est facile de se connecter
Pour un peu plus de plaisir et aussi pour le péché cyber
J'aimerais savoir ce que ce NET veut dire
Voilà c’est le fin
Oo Oo Uh - Oh Oh
Maintenant j’ai des millions d’amis
Au revoir les amis de Network
Voilà c’est le fin de l’histoire
Oh Oh –
Beep Beep"
2012,https://eurovision.tv/event/baku-2012,Serbia,Željko Joksimović,Nije Ljubav Stvar,Željko Joksimović,Marina Tucaković / Miloš Roganović,Serbian,"Više sreće drugi put
Kažeš mi to tako lako
Vidim da nam ne ide
A još kako moglo je
I ako odeš ti, nešto tvoje, znaj,
Tu će ostati.
Nije ljubav stvar,
Da bih ti je vratio,
Gledaj to sam samo ja,
Uvek sam te voleo
Nije ljubav stvar,
Pa da ne znam šta ću s njom
Želim ti sve najbolje
Ova ljubav samo moj je
Brodolom.
Nije tvoja ljubav stvar,
Da bih ti je vratio,
Gledaj, to sam samo ja,
Uvek sam te voleo
Nije moja ljubav stvar,
Pa da ne znam šta ću s njom
Želim ti sve najbolje,
To moj je brodolom
Idi, samo, samo, idi, tamo
Leti, pevaj, srce drugome daj,
Al' znaj, da zbogom nije kraj
Nije moja ljubav stvar,
Pa da ne znam šta ću s njom
Želim ti sve najbolje
Ova ljubav samo moj je
Brodolom."
2012,https://eurovision.tv/event/baku-2012,Serbia,Željko Joksimović,Nije Ljubav Stvar,Željko Joksimović,Marina Tucaković / Miloš Roganović,English,"Better luck next time,
You say that so easily.
I can see we're over now,
But it could have been so good.
Know that even if you leave,
Something yours will stay.
Love is not a thing,
That I can just give back to you.
This is only me,
I've only ever loved you
Love is not a thing,
That I don't know what do to with,
I wish you just the best,
This love is my sinking ship.
Your love is not a thing,
That I can just give back to you.
This is only me,
I've only ever loved you.
My love is not a thing,
That I don't know what to do with,
I wish you just the best,
This is my sinking ship.
Go,just, just go,
Fly away, sing,
Give your heart to someone else,
But know
That goodbye is not the end.
My love is not a thing,
That I don't know what to do with,
I wish you just the best,
This is my sinking ship."
2012,https://eurovision.tv/event/baku-2012,Serbia,Željko Joksimović,Nije Ljubav Stvar,Željko Joksimović,Marina Tucaković / Miloš Roganović,French,"J'aurai plus de chance la prochaine fois
Tu me le dis si facilement
Je vois que nous, ça ne l'a pas fait
Et pourtant, comment aurait-ce pu se passer?
Et même si tu pars, quelque chose qui t'appartient, tu sais
Restera ici..
L'amour n'est pas une chose
Que je peux te donner en retour
Regarde, ce n'est que moi
Qui t'ai toujours aimée
L'amour n'est pas une chose
Dont je ne sais pas quoi faire
Je te souhaite tout le meilleur
Cet amour n'est que mon
Naufrage
Ton amour n'est pas une chose
Que je peux te donner en retour
Regarde, ce n'est que moi
Qui t'ai toujours aimée
Mon amour n'est pas une chose
Dont je ne sais pas quoi faire
Je te souhaite tout le meilleur
C'est mon naufrage
Pars, simplement, simplement, pars là-bas
Vole, chante, donne ton coeur à un autre,
Mais sache qu'un adieu ne veut pas dire que c'est la fin
Mon amour n'est pas une chose
Dont je ne sais pas quoi faire
Je te souhaite tout le meilleur
Cet amour n'est que mon
Naufrage"
